PFAM_ID,DUF_ID,DUF_Name,Name of the DUF,Species,SCOPe Superfamily,SCOPe Family,Pathway,Chain ID ,PDB_ID
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qms
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qms
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmy
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmy
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qmz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qmz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qn9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qn9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qna
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qna
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnb
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnd
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qne
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qne
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnf
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qng
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qng
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnh
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qni
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qni
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnj
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnk
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnl
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnl
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnm
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnn
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qno
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qno
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnp
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnq
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnr
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qns
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qns
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnt
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnu
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnv
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnw
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnx
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qny
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qny
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qnz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qnz
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo0
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo1
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo2
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo3
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo4
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo5
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo6
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo7
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo8
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qo9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qo9
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qoa
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qoa
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qob
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qob
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,A,5qoc
,DUF899,Bacterial protein of unknown function (DUF899),(1) Thioredoxin fold [c.47], Escherichia coli,c.47.1(38-193),,Electron Transport Chain,B,5qoc
